company_name,ratings,rating_count,highly_rated,critical_rated,location,salaries,interviews,jobs,benefits
Ryan International School,3.2,365,NaN,"Promotions, Company Culture, Work Satisfaction",Education & Training | Mumbai +46 other locations,NaN,NaN,NaN,NaN
Pegasystems,3.5,365,NaN,"Promotions, Work Satisfaction, Job Security",Software Product | Hyderabad +5 other locations,NaN,NaN,NaN,NaN
Hitachi Hi-Rel Power Electronics,3.8,365,Job Security,"Promotions, Salary",Electronics Manufacturing | Ahmedabad +31 other locations,NaN,NaN,NaN,NaN
VST Industries,3.7,365,Salary,"Promotions, Job Security, Company Culture",FMCG | Hyderabad +89 other locations,NaN,NaN,NaN,NaN
Eaton India Innovation Center,3.7,365,"Job Security, Salary","Promotions, Work Satisfaction, Skill Development",Engineering & Construction | Pune +2 other locations,NaN,NaN,NaN,NaN
GGS Information Services,3.9,364,"Work Life Balance, Work Satisfaction, Company Culture",Promotions,IT Services & Consulting | Chennai +10 other locations,NaN,NaN,NaN,NaN
NCCCL,3.4,364,NaN,"Promotions, Salary, Company Culture",Engineering & Construction | Bengaluru +24 other locations,NaN,NaN,NaN,NaN
TCI Supply Chain Solutions,3.9,364,"Job Security, Skill Development",NaN,Logistics | Gurugram +59 other locations,NaN,NaN,NaN,NaN
Harjai Computers,3.2,364,NaN,"Promotions, Job Security, Skill Development",Recruitment | Mumbai +13 other locations,NaN,NaN,NaN,NaN
Suzuki,3.8,364,"Company Culture, Job Security, Work Satisfaction",NaN,Automobile | Ahmedabad +61 other locations,NaN,NaN,NaN,NaN
Autocomp Corporation Panse,3.4,364,NaN,"Company Culture, Promotions, Work Life Balance",Auto Components | Pune +12 other locations,NaN,NaN,NaN,NaN
People Group,3.4,364,NaN,"Promotions, Work Satisfaction, Job Security",Internet | Mumbai +30 other locations,NaN,NaN,NaN,NaN
Lalitha Jewellery,4.0,364,"Work Life Balance, Work Satisfaction, Job Security",Promotions,Jewellery | Chennai +46 other locations,NaN,NaN,NaN,NaN
Cedcoss Technologies,2.9,364,NaN,"Job Security, Company Culture, Work Satisfaction",IT Services & Consulting | Lucknow +4 other locations,NaN,NaN,NaN,NaN
Parul University,3.4,364,NaN,"Promotions, Salary, Company Culture",Education & Training | Vadodara +37 other locations,NaN,NaN,NaN,NaN
Emami Paper Mills,4.1,368,"Job Security, Work Life Balance, Company Culture",NaN,Pulp & Paper | Balasore +8 other locations,NaN,NaN,NaN,NaN
Woodenstreet.com,3.4,363,NaN,"Promotions, Job Security, Company Culture",Furniture & Furnishing | Udaipur +28 other locations,NaN,NaN,NaN,NaN
Carraro,3.9,363,"Job Security, Work Life Balance",Promotions,Industrial Machinery | Pune +6 other locations,NaN,NaN,NaN,NaN
HBL Global,4.3,363,"Job Security, Work Satisfaction, Company Culture",NaN,NBFC | New Delhi +76 other locations,NaN,NaN,NaN,NaN
Yamaha Motor India Sales,4.1,364,"Work Life Balance, Job Security, Skill Development",Promotions,Automobile | Chennai +58 other locations,NaN,NaN,NaN,NaN
doodleblue innovation,4.1,366,"Skill Development, Company Culture, Work Life Balance",NaN,IT Services & Consulting | Chennai +5 other locations,NaN,NaN,NaN,NaN
McNROE,3.9,364,"Company Culture, Work Life Balance, Salary",Promotions,FMCG | Kolkata +66 other locations,NaN,NaN,NaN,NaN
Jaguar Security Services,4.5,363,"Work Life Balance, Salary, Company Culture",NaN,Law Enforcement & Security | Bengaluru +22 other locations,NaN,NaN,NaN,NaN
Qentelli,3.6,363,Salary,"Job Security, Promotions",IT Services & Consulting | Hyderabad +4 other locations,NaN,NaN,NaN,NaN
Ben Franklin Opticians,3.9,363,"Work Life Balance, Work Satisfaction",Promotions,Retail | Hyderabad +110 other locations,NaN,NaN,NaN,NaN
Vini Cosmetics,4.0,362,"Salary, Work Life Balance","Job Security, Promotions",Beauty & Personal Care | Mumbai +97 other locations,NaN,NaN,NaN,NaN
Audi,3.7,362,NaN,"Promotions, Salary",Automobile | New Delhi +55 other locations,NaN,NaN,NaN,NaN
Aarti Drugs,3.6,362,NaN,"Promotions, Salary, Company Culture",Pharma | Mumbai +13 other locations,NaN,NaN,NaN,NaN
JSW One Platforms,2.9,362,NaN,"Promotions, Skill Development, Work Satisfaction",Internet | Mumbai +40 other locations,NaN,NaN,NaN,NaN
A-1 Fence Products,4.1,362,"Company Culture, Job Security, Skill Development",Salary,Building Material | Mumbai +20 other locations,NaN,NaN,NaN,NaN
Zoomcar,3.6,362,NaN,"Job Security, Company Culture, Promotions",Internet | Bengaluru +29 other locations,NaN,NaN,NaN,NaN
METRO Global Solutions Center,3.4,361,NaN,"Promotions, Salary, Work Satisfaction",IT Services & Consulting | Pune +9 other locations,NaN,NaN,NaN,NaN
DotPe,3.1,361,NaN,"Job Security, Promotions, Work Satisfaction",IT Services & Consulting | Gurugram +23 other locations,NaN,NaN,NaN,NaN
Wipro GE Health Care,4.0,361,"Company Culture, Job Security, Work Satisfaction",NaN,IT Services & Consulting | Bengaluru +34 other locations,NaN,NaN,NaN,NaN
Lobo Staffing Solutions,4.1,361,"Work Life Balance, Company Culture, Work Satisfaction",Promotions,Recruitment | Mumbai +72 other locations,NaN,NaN,NaN,NaN
Lam Research,3.7,361,"Company Culture, Salary","Promotions, Work Satisfaction, Job Security",Semiconductors | Bengaluru +3 other locations,NaN,NaN,NaN,NaN
Protiviti India Member,2.7,361,NaN,"Promotions, Company Culture, Work Satisfaction",Management Consulting | Mumbai +29 other locations,NaN,NaN,NaN,NaN
Ample Technologies,3.7,361,NaN,"Promotions, Work Satisfaction",IT Services & Consulting | Bengaluru +29 other locations,NaN,NaN,NaN,NaN
Sequel Logistics,4.0,361,"Work Life Balance, Job Security, Salary",Promotions,Logistics | Bengaluru +48 other locations,NaN,NaN,NaN,NaN
DCM Shriram Industries,4.1,362,"Work Life Balance, Job Security, Company Culture",Promotions,Chemicals | Meerut +37 other locations,NaN,NaN,NaN,NaN
6D Technologies,2.8,361,NaN,"Work Life Balance, Company Culture, Promotions",Telecom | Bengaluru +14 other locations,NaN,NaN,NaN,NaN
Seth M R Jaipuria School,3.5,361,NaN,"Promotions, Job Security, Salary",Education & Training | Lucknow +51 other locations,NaN,NaN,NaN,NaN
Council of Scientific and Industrial Research,4.2,361,"Work Life Balance, Company Culture, Skill Development",Promotions,Government | New Delhi +44 other locations,NaN,NaN,NaN,NaN
Borosil Glass Works,3.7,360,NaN,"Work Satisfaction, Promotions, Work Life Balance",Packaging | Jaipur +38 other locations,NaN,NaN,NaN,NaN
Al Tasnim Enterprises,3.5,360,NaN,"Promotions, Company Culture, Work Satisfaction",Engineering & Construction | Muscat +18 other locations,NaN,NaN,NaN,NaN
R.K.M Powergen,3.9,360,"Work Life Balance, Work Satisfaction",Promotions,Power | Raigarh +17 other locations,NaN,NaN,NaN,NaN
Deenanath Mangeshkar Hospital,3.8,360,"Job Security, Skill Development","Promotions, Salary",Healthcare | Pune +11 other locations,NaN,NaN,NaN,NaN
MSP Steel & Power,3.8,360,"Job Security, Skill Development",Promotions,Iron & Steel | Raigarh +19 other locations,NaN,NaN,NaN,NaN
Roquette Riddhi Siddhi,3.8,360,"Company Culture, Work Life Balance","Promotions, Salary",Pharma | Rudrapur +20 other locations,NaN,NaN,NaN,NaN
Halonix Technologies,3.7,360,Salary,"Promotions, Skill Development",Consumer Electronics & Appliances | Noida +53 other locations,NaN,NaN,NaN,NaN
Godrej Infotech,3.7,361,"Job Security, Work Life Balance","Promotions, Salary, Work Satisfaction",IT Services & Consulting | Mumbai +18 other locations,NaN,NaN,NaN,NaN
Ssipl Lifestyle,4.0,360,"Skill Development, Salary, Work Life Balance",Promotions,Retail | New Delhi +49 other locations,NaN,NaN,NaN,NaN
Balrampur Chini Mills Limited,4.0,360,"Salary, Skill Development, Company Culture",NaN,Food Processing | Lucknow +24 other locations,NaN,NaN,NaN,NaN
Kalkine Solutions,4.4,360,"Work Life Balance, Company Culture, Work Satisfaction",NaN,Financial Services | Noida +2 other locations,NaN,NaN,NaN,NaN
Technocon Services,3.3,360,NaN,"Promotions, Salary, Company Culture",Engineering & Construction | Kolkata +39 other locations,NaN,NaN,NaN,NaN
Coditas Technologies,3.9,361,"Work Life Balance, Skill Development, Company Culture",NaN,Emerging Technologies | Pune +7 other locations,NaN,NaN,NaN,NaN
Mitsubishi Electric Automotive India,4.4,360,"Company Culture, Salary, Work Life Balance",NaN,Automobile | Gurugram +17 other locations,NaN,NaN,NaN,NaN
Lido Learning,2.1,360,NaN,"Job Security, Company Culture, Work Satisfaction",EdTech | Mumbai +18 other locations,NaN,NaN,NaN,NaN
SMC Corporation,3.7,359,Job Security,"Promotions, Company Culture, Skill Development",Medical Equipment | Noida +48 other locations,NaN,NaN,NaN,NaN
Hindustan Syringes & Medical Devices,4.0,359,"Job Security, Salary, Work Life Balance",Promotions,Medical Equipment | Faridabad +18 other locations,NaN,NaN,NaN,NaN
Transguard Group,3.8,359,NaN,Promotions,Law Enforcement & Security | Dubai +25 other locations,NaN,NaN,NaN,NaN
RV Solutions,3.7,359,Work Life Balance,Promotions,IT Services & Consulting | Noida +37 other locations,NaN,NaN,NaN,NaN
The Park Hotels,3.9,359,Job Security,Promotions,Hospitality | Kolkata +25 other locations,NaN,NaN,NaN,NaN
Yalamanchili Software Exports,2.9,359,NaN,"Promotions, Salary, Company Culture",Software Product | Chennai +12 other locations,NaN,NaN,NaN,NaN
Oil India,4.1,360,"Company Culture, Work Life Balance, Work Satisfaction",NaN,Oil & Gas | Duliajan +49 other locations,NaN,NaN,NaN,NaN
Groww,3.7,359,NaN,"Promotions, Work Satisfaction",FinTech | Bengaluru +18 other locations,NaN,NaN,NaN,NaN
Advanced Micro Devices,3.7,359,NaN,"Promotions, Job Security",Semiconductors | Hyderabad +15 other locations,NaN,NaN,NaN,NaN
Zebronics,3.9,360,"Job Security, Work Life Balance, Work Satisfaction",Promotions,Consumer Electronics & Appliances | Chennai +43 other locations,NaN,NaN,NaN,NaN
B S R & Co Llp,3.1,359,NaN,"Work Life Balance, Work Satisfaction, Promotions",Accounting & Auditing | Mumbai +22 other locations,NaN,NaN,NaN,NaN
Udaan India - The Original Visa Company,4.2,358,"Skill Development, Salary, Company Culture",NaN,Bengaluru +77 other locations,NaN,NaN,NaN,NaN
Adarsh Credit Co-Operative Society,4.3,358,"Salary, Promotions, Work Satisfaction",NaN,Investment Banking / Venture Capital / Private Equity | Ahmedabad +139 other locations,NaN,NaN,NaN,NaN
Yara Fertilisers,3.8,358,Salary,Promotions,Agro Chemicals | Gurugram +63 other locations,NaN,NaN,NaN,NaN
Vatika Group,4.1,358,"Work Life Balance, Job Security, Work Satisfaction",NaN,Hospitality | Gurugram +18 other locations,NaN,NaN,NaN,NaN
Netcore Pvt. Ltd.,4.1,358,"Job Security, Company Culture, Work Life Balance",NaN,Marketing & Advertising | Mumbai +12 other locations,NaN,NaN,NaN,NaN
Worldline,3.6,358,Work Life Balance,"Promotions, Work Satisfaction, Skill Development",FinTech | Mumbai +15 other locations,NaN,NaN,NaN,NaN
Zydex Industries,3.7,358,Company Culture,Promotions,Chemicals | Vadodara +72 other locations,NaN,NaN,NaN,NaN
Jumio,3.9,358,Salary,"Job Security, Skill Development, Promotions",Emerging Technologies | Jaipur +12 other locations,NaN,NaN,NaN,NaN
Shaadi.com,3.4,357,Salary,"Promotions, Company Culture, Work Satisfaction",Internet | Mumbai +26 other locations,NaN,NaN,NaN,NaN
AVL,3.5,358,NaN,"Promotions, Company Culture, Work Satisfaction",Automobile | Gurugram +24 other locations,NaN,NaN,NaN,NaN
Adient,4.0,358,"Company Culture, Work Life Balance, Job Security","Promotions, Salary",Auto Components | Pune +13 other locations,NaN,NaN,NaN,NaN
Hyperpure,3.7,359,Salary,"Promotions, Job Security, Company Culture",Internet | Gurugram +45 other locations,NaN,NaN,NaN,NaN
Red Tape,3.3,358,NaN,"Job Security, Promotions, Company Culture",Fashion & Textile | New Delhi +71 other locations,NaN,NaN,NaN,NaN
Yubi,4.2,358,"Skill Development, Salary, Work Life Balance",NaN,FinTech | Chennai +12 other locations,NaN,NaN,NaN,NaN
CityMall,3.3,357,NaN,"Job Security, Promotions, Company Culture",Internet | Gurugram +26 other locations,NaN,NaN,NaN,NaN
Akumentis Healthcare,3.5,357,NaN,"Promotions, Salary, Work Satisfaction",Healthcare | Mumbai +53 other locations,NaN,NaN,NaN,NaN
Asti Electronics India,4.1,357,"Work Life Balance, Job Security, Company Culture",NaN,Auto Components | Gurugram +11 other locations,NaN,NaN,NaN,NaN
Windlas Biotech,4.0,357,"Work Life Balance, Salary",Promotions,Pharma | Dehradun +15 other locations,NaN,NaN,NaN,NaN
ACB (India),3.8,357,"Job Security, Work Life Balance","Promotions, Salary, Skill Development",Oil & Gas | Korba +30 other locations,NaN,NaN,NaN,NaN
Compunnel,3.7,357,NaN,"Promotions, Work Satisfaction, Skill Development",IT Services & Consulting | Noida +15 other locations,NaN,NaN,NaN,NaN
Medall Healthcare,3.6,357,NaN,"Promotions, Job Security, Work Satisfaction",Healthcare | Chennai +52 other locations,NaN,NaN,NaN,NaN
Ventura Securities,4.0,357,"Work Life Balance, Job Security, Company Culture",Promotions,Financial Services | Mumbai +42 other locations,NaN,NaN,NaN,NaN
Holcim,3.5,357,NaN,"Promotions, Work Satisfaction, Salary",Building Material | Mumbai +36 other locations,NaN,NaN,NaN,NaN
Padmini VNA Mechatronics,3.9,357,"Work Life Balance, Company Culture, Skill Development",NaN,Auto Components | Gurugram +6 other locations,NaN,NaN,NaN,NaN
Prem Motors,3.7,357,NaN,"Promotions, Salary",Automobile | Gwalior +22 other locations,NaN,NaN,NaN,NaN
Trane Technologies,3.8,358,"Company Culture, Work Life Balance",Promotions,Industrial Machinery | Bengaluru +15 other locations,NaN,NaN,NaN,NaN
Ace Designers,4.0,357,"Job Security, Work Life Balance, Company Culture",Promotions,Industrial Machinery | Bengaluru +16 other locations,NaN,NaN,NaN,NaN
NXP Semiconductors,3.5,356,NaN,"Promotions, Job Security, Work Satisfaction",Semiconductors | Bengaluru +12 other locations,NaN,NaN,NaN,NaN
Orchid Pharma,3.7,356,Job Security,"Promotions, Salary, Company Culture",Pharma | Chennai +16 other locations,NaN,NaN,NaN,NaN
Schaeffer & Sam,3.3,355,NaN,"Promotions, Work Satisfaction, Company Culture",Accounting & Auditing | Mumbai +24 other locations,NaN,NaN,NaN,NaN
Debtcare Enterprises,4.3,355,"Company Culture, Skill Development, Work Life Balance",NaN,Investment Banking / Venture Capital / Private Equity | Hyderabad +17 other locations,NaN,NaN,NaN,NaN
Cotmac Electronics,3.7,355,NaN,"Promotions, Work Satisfaction, Company Culture",Industrial Automation | Pune +24 other locations,NaN,NaN,NaN,NaN
Jay Chemical Industries,4.0,355,"Work Life Balance, Company Culture",Promotions,Chemicals | Ahmedabad +28 other locations,NaN,NaN,NaN,NaN
Zenex Animal Health,4.7,355,"Company Culture, Work Life Balance, Work Satisfaction",NaN,Pharma | Ahmedabad +70 other locations,NaN,NaN,NaN,NaN
e-Zest,3.8,355,Work Life Balance,Promotions,IT Services & Consulting | Pune +6 other locations,NaN,NaN,NaN,NaN
Nabard Financial Services,4.1,355,"Salary, Company Culture, Work Life Balance",Promotions,NBFC | Bengaluru +134 other locations,NaN,NaN,NaN,NaN
DEN Networks,3.9,355,"Work Life Balance, Company Culture, Work Satisfaction","Promotions, Salary",Broadcasting | New Delhi +49 other locations,NaN,NaN,NaN,NaN
Universal Mep Projects & Engineering Services,3.7,356,Salary,Promotions,Engineering & Construction | Mumbai +67 other locations,NaN,NaN,NaN,NaN
VGM Consultants,3.3,355,NaN,"Promotions, Salary, Company Culture",BPO | Kolkata +53 other locations,NaN,NaN,NaN,NaN
Kraft Heinz,3.0,355,NaN,"Promotions, Skill Development, Work Satisfaction",FMCG | Ahmedabad +32 other locations,NaN,NaN,NaN,NaN
Toyota Financial Services,3.7,354,NaN,"Promotions, Work Satisfaction",Financial Services | Bengaluru +67 other locations,NaN,NaN,NaN,NaN
UNext,3.0,354,NaN,"Promotions, Job Security, Company Culture",EdTech | Bengaluru +13 other locations,NaN,NaN,NaN,NaN
MAHLE Behr India,3.6,354,Job Security,"Promotions, Work Satisfaction, Salary",Auto Components | Pune +11 other locations,NaN,NaN,NaN,NaN
Rashtriya Chemicals and Fertilizers,4.4,354,"Job Security, Work Life Balance, Company Culture",NaN,Agro Chemicals | Mumbai +32 other locations,NaN,NaN,NaN,NaN
Muthoot Capital Services,3.6,354,NaN,"Promotions, Salary, Job Security",Financial Services | Kochi +102 other locations,NaN,NaN,NaN,NaN
Sekisui Dljm Molding,3.9,354,NaN,Promotions,Auto Components | Chennai +19 other locations,NaN,NaN,NaN,NaN
Vijay Nirman Company,3.7,353,NaN,"Promotions, Salary, Job Security",Engineering & Construction | Hyderabad +33 other locations,NaN,NaN,NaN,NaN
Adama,4.1,353,"Work Life Balance, Company Culture, Work Satisfaction",Promotions,Agro Chemicals | Hyderabad +73 other locations,NaN,NaN,NaN,NaN
MapmyIndia,3.4,353,Job Security,"Promotions, Salary, Company Culture",Software Product | New Delhi +12 other locations,NaN,NaN,NaN,NaN
Stefanini,2.7,353,NaN,"Promotions, Work Satisfaction, Job Security",IT Services & Consulting | Noida +12 other locations,NaN,NaN,NaN,NaN
Bain & Company,3.7,353,"Company Culture, Salary","Promotions, Work Life Balance, Work Satisfaction",Management Consulting | Gurugram +7 other locations,NaN,NaN,NaN,NaN
Escon Elevators,3.5,353,NaN,"Promotions, Company Culture, Work Satisfaction",Industrial Machinery | Mumbai +16 other locations,NaN,NaN,NaN,NaN
EPIQ Systems,3.5,354,Work Life Balance,"Job Security, Promotions, Skill Development",Legal | Hyderabad +9 other locations,NaN,NaN,NaN,NaN
Motilal Oswal Asset Management Company,4.3,353,"Work Life Balance, Skill Development, Company Culture",NaN,Financial Services | Mumbai +45 other locations,NaN,NaN,NaN,NaN
Stefanini,2.7,353,NaN,"Promotions, Work Satisfaction, Job Security",IT Services & Consulting | Noida +12 other locations,NaN,NaN,NaN,NaN
Pharmed,4.7,353,"Company Culture, Skill Development, Work Satisfaction",NaN,Pharma | Bengaluru +51 other locations,NaN,NaN,NaN,NaN
Zee Laboratories,3.8,354,NaN,NaN,Pharma | Karnal +34 other locations,NaN,NaN,NaN,NaN
Shiash Info Solutions,3.0,353,NaN,"Salary, Promotions, Job Security",IT Services & Consulting | Chennai +9 other locations,NaN,NaN,NaN,NaN
Stellar Innovations,3.4,353,NaN,"Promotions, Salary, Work Satisfaction",IT Services & Consulting | Bengaluru +12 other locations,NaN,NaN,NaN,NaN
